Profile Name,Esn,Device Type,Acct First Playback Date,Acct Last Playback Date,Acct First Playback Date For User Generated Plays,Acct Last Playback Date For User Generated Plays,Profile First Playback Date,Profile Last Playback Date,Profile First Playback Date For User Generated Plays,Profile Last Playback Date For User Generated Plays,Deactivation Time
Subhrojeet,NFANDROID1-PRV-P-XIAOMM2103K19I-21111-0CDC4DFA4027F9692AAB743AB5F334361B4E203D6219E705B9889AF008E46709E,DefaultWidevineAndroidPhone,2022-08-27T17:43:21.368,2022-10-07T18:19:01.257,2022-08-27T17:43:21.368,2022-10-07T18:19:01.257,2022-08-27T17:43:21.368,2022-10-07T18:19:01.257,2022-08-27T17:43:21.368,2022-10-07T18:19:01.257,
Andy,NFANDROID1-PRV-P-SAMSUSM-G781B-19970-00843C5BFC8D27EDA80423F2FDEA8B2CFBB2B8C50DF2134F4AAE4F16432B43CED,DefaultWidevineAndroidPhone,2022-09-30T19:27:17.496,2022-10-06T20:16:23.084,2022-09-30T19:27:17.496,2022-10-06T20:16:23.084,2022-09-30T19:27:17.496,2022-10-06T20:16:23.084,2022-09-30T19:27:17.496,2022-10-06T20:16:23.084,
Arnab,NFANDROID1-PRV-P-L3-SAMSUSM-A125F-22593-09D8B59164B2DFEF01B84E2A123322FE7B74D7108097B2A44D453D79C954AE59F,Android DefaultWidevineL3Phone Android Phone,2022-09-09T15:06:51.732,2022-10-05T06:52:34.712,2022-09-09T15:06:51.732,2022-10-05T06:52:34.712,2022-09-09T15:06:51.732,2022-10-05T06:52:34.712,2022-09-09T15:06:51.732,2022-10-05T06:52:34.712,
Andy,NFANDROID1-PRV-P-L3-SAMSUSM-G955F-4445-0C44F112A64B1444CA7CB09067573EEFDCC777A99B6DE48954861FD5B60A96E97,Android DefaultWidevineL3Phone Android Phone,2022-09-11T04:42:43.571,2022-10-02T21:29:17.876,2022-09-11T04:42:43.571,2022-10-02T21:29:17.876,2022-09-11T04:42:43.571,2022-10-02T21:29:17.876,2022-09-11T04:42:43.571,2022-10-02T21:29:17.876,
Andy,NFANDROID1-PRV-P-L3-SAMSUSM-G955F-7176-0C44F112A64B1444CA7CB09067573EEFDCC777A99B6DE48954861FD5B60A96E97,Android DefaultWidevineL3Phone Android Phone,2022-08-26T07:34:20.766,2022-09-18T11:13:55.928,2022-08-26T07:34:20.766,2022-09-18T11:13:55.928,2022-08-26T07:34:20.766,2022-09-18T11:13:55.928,2022-08-26T07:34:20.766,2022-09-18T11:13:55.928,
Andy,NFANDROID1-PRV-P-L3-SAMSUSM-G955F-4445-06378F3680B59F1D064D1DE5AC56C6BC8A2611A813C0004E2DDFB3F5300875469,Android DefaultWidevineL3Phone Android Phone,2022-05-20T16:56:26.900,2022-09-09T15:40:49.680,2022-05-20T16:56:26.900,2022-09-09T15:40:49.680,2022-05-20T16:56:26.900,2022-09-09T15:40:49.680,2022-05-20T16:56:26.900,2022-09-09T15:40:49.680,
Arnab,NFANDROID1-PRV-P-L3-SAMSUSM-A125F-19970-09D8B59164B2DFEF01B84E2A123322FE7B74D7108097B2A44D453D79C954AE59F,Android DefaultWidevineL3Phone Android Phone,2022-08-23T16:10:59.601,2022-08-24T16:30:04.023,2022-08-23T16:10:59.601,2022-08-24T16:30:04.023,2022-08-23T16:10:59.601,2022-08-24T16:30:04.023,2022-08-23T16:10:59.601,2022-08-24T16:30:04.023,
Arnab,NFCDCH-MC-JD4WK3YT88Y2QT0HAE6RJU98L1A5AW,Netflix Chrome MAC (Cadmium) HTML 5,2022-07-09T07:43:44.496,2022-07-09T07:55:43.689,2022-07-09T07:43:44.496,2022-07-09T07:55:43.689,2022-07-09T07:43:44.496,2022-07-09T07:55:43.689,2022-07-09T07:43:44.496,2022-07-09T07:55:43.689,
Arnab,NFANDROID1-PRV-P-L3-SAMSUSM-A125F-22589-099F769B69720B81164276464C4AF52AF955860DB8FA87637948E62E3E49BD262,Android DefaultWidevineL3Phone Android Phone,2022-06-01T01:03:04.992,2022-07-08T13:21:17.113,2022-06-01T01:03:04.992,2022-07-08T13:21:17.113,2022-06-01T01:03:04.992,2022-07-08T13:21:17.113,2022-06-01T01:03:04.992,2022-07-08T13:21:17.113,
Guest,NFANDROID2-PRV-HSW4026ATL-TECHNXSTREAM=SMART=BOX=001-12801-FECABC60A7AF4D52DFBFA2E314A56EC29FED5BD2FDA1F665C5D45910194AC48A,Technicolor HSW4026ATL MVPD STB,2022-06-19T14:27:06.572,2022-06-30T05:51:28.438,2022-06-19T14:27:06.572,2022-06-30T05:51:28.438,2022-06-20T05:37:51.064,2022-06-30T05:51:28.438,2022-06-20T05:37:51.064,2022-06-30T05:51:28.438,
Guest,NFANDROID2-PRV-SONYANDROIDTV2017-SONY=BRAVIA=4K=GB-6566-48F6A486FAB8206F7179C372810A0A3B73A8C196415A21954BB78B9F38D02E5E,Sony Sony Android TV 2017 Smart TV,2022-02-25T11:30:16.111,2022-06-22T10:47:26.327,2022-04-08T09:44:57.584,2022-06-22T10:47:26.327,2022-02-25T11:30:16.111,2022-06-22T10:47:26.327,2022-04-08T09:44:57.584,2022-06-22T10:47:26.327,
Subhrojeet,NFANDROID2-PRV-HSW4026ATL-TECHNXSTREAM=SMART=BOX=001-12801-FECABC60A7AF4D52DFBFA2E314A56EC29FED5BD2FDA1F665C5D45910194AC48A,Technicolor HSW4026ATL MVPD STB,2022-06-19T14:27:06.572,2022-06-30T05:51:28.438,2022-06-19T14:27:06.572,2022-06-30T05:51:28.438,2022-06-19T14:27:06.572,2022-06-19T16:58:29.382,2022-06-19T14:27:06.572,2022-06-19T16:58:29.382,
Amit,NFCDCH-MC-HDKEJLJUG8CV27K16PAJQ4DTJ87DFY,Netflix Chrome MAC (Cadmium) HTML 5,2022-06-11T10:58:13.329,2022-06-11T10:58:13.329,2022-06-11T10:58:13.329,2022-06-11T10:58:13.329,2022-06-11T10:58:13.329,2022-06-11T10:58:13.329,2022-06-11T10:58:13.329,2022-06-11T10:58:13.329,
Amit,NFCDCH-02-G6GJ9JMJ059CGJLF1Y1VA9XMADKX3K,Chrome PC (Cadmium),2020-04-06T17:26:28.227,2020-04-06T17:26:28.227,,,2020-04-06T17:26:28.227,2020-04-06T17:26:28.227,,,
Amit,NFANDROID1-PRV-P-L3-XIAOMREDMI=NOTE=5=PRO-7283-01CD17B5FAE7B4196A673CA43E5C40186F5B0576EE3CB0E824EDEB1FCFE9C81E7,Android DefaultWidevineL3Phone Android Phone,,,,,,,,,
Amit,NFANDROID1-PRV-P-SAMSUSM-G955F-7176-0C44F112A64B1444CA7CB09067573EEFDCC777A99B6DE48954861FD5B60A96E97,DefaultWidevineAndroidPhone,,,,,,,,,
Amit,NFCDFF-02-GZD2U8E4N06DJMWK1MUMHX8EJ996QA,Firefox PC (Cadmium),,,,,,,,,
Amit,NFCDFF-02-FM96XQL58FGUE83128UGQ6TWWY68D3,Firefox PC (Cadmium),,,,,,,,,
Amit,NFANDROID1-PRV-P-L3-MOTORMOTO=G==5S==PLUS-4445-0F74A95F2726B73F707A6957A5975A565C159444A145965B760CCEBB475FD7E0D,Android DefaultWidevineL3Phone Android Phone,,,,,,,,,
Amit,NFCDCH-02-GKHRL4TREKYFL3RPDDFR21V5FX92C5,Chrome PC (Cadmium),,,,,,,,,
Amit,NFCDCH-02-GD2HCPAH1T6HPCKLL1PN63P40NYWFM,Chrome PC (Cadmium),,,,,,,,,
Amit,NFANDROID1-PRV-P-L3-MOTORMOTO=G=6=-4445-024AA07F4081725E1746DE134F2EEF471114F7908433AC6D755E38B0402994EEA,Android DefaultWidevineL3Phone Android Phone,,,,,,,,,
Amit,NFUWA-001-FA5487921D8F55C637A596EDFE85796B52264D68222A2B7AE646547E61E4949C,Netflix Windows App - Cadmium Windows Mobile,,,,,,,,,
Amit,NFCDCH-02-G5841P7EKPMW0EY8TLCY9Y1J0PDF71,Chrome PC (Cadmium),,,,,,,,,
Amit,NFCDFF-02-G6YELMF513VTY0L0XT7ENJCRUYH0H0,Firefox PC (Cadmium),,,,,,,,,
Amit,NFCDCH-02-L2Z8RCXDGLGUK2RCL453XGXU010Y91,Chrome PC (Cadmium),2024-04-29T13:40:31.113,2024-05-15T10:22:00.728,2024-04-29T13:41:20.320,2024-05-15T09:54:16.177,2024-04-29T13:40:31.113,2024-05-15T10:22:00.728,2024-04-29T13:41:20.320,2024-05-15T09:54:16.177,2024-05-15T10:22:14.631
