Profile Name,Title Description,Device,Playback Start Utc Ts,Country,Playtraces
Subhrojeet,Cinemagraph: Pinball Masters,Android DefaultWidevineL3Phone Android Phone,2024-04-17 18:15:33,IN,"[{""eventType"":""start"",""sessionOffsetMs"":-1,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":2185,""mediaOffsetMs"":0}]"
Subhrojeet,"Friends: Season 8: ""The One Where Chandler Takes a Bath""",Android DefaultWidevineL3Phone Android Phone,2024-04-17 18:14:43,IN,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":492672},{""eventType"":""playing"",""sessionOffsetMs"":918,""mediaOffsetMs"":492672},{""eventType"":""playing"",""sessionOffsetMs"":18795,""mediaOffsetMs"":510549},{""eventType"":""playing"",""sessionOffsetMs"":158571,""mediaOffsetMs"":650325},{""eventType"":""stopped"",""sessionOffsetMs"":800906,""mediaOffsetMs"":1292573}]"
Amit,Season 1 Trailer 1: Narcos: Mexico,Chrome PC (Cadmium),2024-05-15 10:22:00,IN,"[{""eventType"":""start"",""sessionOffsetMs"":53,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1137,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1137,""mediaOffsetMs"":0}]"
Amit,"Heeramandi: The Diamond Bazaar: Season 1: ""Mallikajaan: The Queen of Heeramandi""",Chrome PC (Cadmium),2024-05-15 09:54:16,IN,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":546,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":31353,""mediaOffsetMs"":31000},{""eventType"":""reposition"",""sessionOffsetMs"":31354,""mediaOffsetMs"":16033},{""eventType"":""playing"",""sessionOffsetMs"":31566,""mediaOffsetMs"":16033},{""eventType"":""paused"",""sessionOffsetMs"":34988,""mediaOffsetMs"":19000},{""eventType"":""reposition"",""sessionOffsetMs"":34989,""mediaOffsetMs"":2291},{""eventType"":""playing"",""sessionOffsetMs"":35299,""mediaOffsetMs"":2291},{""eventType"":""paused"",""sessionOffsetMs"":541449,""mediaOffsetMs"":508150},{""eventType"":""playing"",""sessionOffsetMs"":800281,""mediaOffsetMs"":508382},{""eventType"":""paused"",""sessionOffsetMs"":1444373,""mediaOffsetMs"":1150410},{""eventType"":""playing"",""sessionOffsetMs"":1550630,""mediaOffsetMs"":1150681},{""eventType"":""paused"",""sessionOffsetMs"":1552586,""mediaOffsetMs"":1151777},{""eventType"":""playing"",""sessionOffsetMs"":1564373,""mediaOffsetMs"":1151861},{""eventType"":""stopped"",""sessionOffsetMs"":1662523,""mediaOffsetMs"":1250013}]"
Amit,Teaser: Heeramandi: The Diamond Bazaar,Chrome PC (Cadmium),2024-05-15 09:54:12,IN,"[{""eventType"":""start"",""sessionOffsetMs"":17,""mediaOffsetMs"":2},{""eventType"":""playing"",""sessionOffsetMs"":652,""mediaOffsetMs"":2},{""eventType"":""stopped"",""sessionOffsetMs"":2960,""mediaOffsetMs"":2060}]"
Amit,"Season 1 Trailer: Ashley Madison: Sex, Lies & Scandal",Chrome PC (Cadmium),2024-05-15 09:54:03,IN,"[{""eventType"":""start"",""sessionOffsetMs"":52,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":688,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":9446,""mediaOffsetMs"":8285},{""eventType"":""stopped"",""sessionOffsetMs"":12389,""mediaOffsetMs"":8535}]"
Amit,Young Sheldon: Season 1_hook_02_16x9,Chrome PC (Cadmium),2024-05-12 07:05:46,IN,"[{""eventType"":""start"",""sessionOffsetMs"":5,""mediaOffsetMs"":4266},{""eventType"":""playing"",""sessionOffsetMs"":712,""mediaOffsetMs"":4266},{""eventType"":""stopped"",""sessionOffsetMs"":8352,""mediaOffsetMs"":11702}]"
Amit,"Young Sheldon: Season 1: ""Pilot""",Chrome PC (Cadmium),2024-05-12 07:03:03,IN,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":2000},{""eventType"":""playing"",""sessionOffsetMs"":659,""mediaOffsetMs"":2000},{""eventType"":""stopped"",""sessionOffsetMs"":162555,""mediaOffsetMs"":163563}]"
Amit,Young Sheldon: Season 1_hook_02_16x9,Chrome PC (Cadmium),2024-05-12 07:02:57,IN,"[{""eventType"":""start"",""sessionOffsetMs"":14,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":277,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":5321,""mediaOffsetMs"":4533}]"
Amit,Young Sheldon: Season 1_hook_02_16x9,Chrome PC (Cadmium),2024-05-12 07:02:56,IN,"[{""eventType"":""start"",""sessionOffsetMs"":14,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":604,""mediaOffsetMs"":0}]"
Amit,Teaser: Heeramandi: The Diamond Bazaar,Chrome PC (Cadmium),2024-05-12 07:02:07,IN,"[{""eventType"":""start"",""sessionOffsetMs"":14,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":454,""mediaOffsetMs"":0}]"
Amit,OMG 2_hook_02_16x9,Chrome PC (Cadmium),2024-05-12 07:02:07,IN,"[{""eventType"":""start"",""sessionOffsetMs"":14,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":679,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1005,""mediaOffsetMs"":252}]"
Amit,Perfume: Season 1 (Trailer),Chrome PC (Cadmium),2024-05-12 07:01:56,IN,"[{""eventType"":""start"",""sessionOffsetMs"":5,""mediaOffsetMs"":960},{""eventType"":""playing"",""sessionOffsetMs"":836,""mediaOffsetMs"":960},{""eventType"":""stopped"",""sessionOffsetMs"":5148,""mediaOffsetMs"":4948}]"
Amit,Season 1 Inciting Incident Clip: Kohrra,Chrome PC (Cadmium),2024-05-12 07:01:12,IN,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":5},{""eventType"":""playing"",""sessionOffsetMs"":512,""mediaOffsetMs"":5},{""eventType"":""stopped"",""sessionOffsetMs"":4567,""mediaOffsetMs"":3919}]"
Amit,Season 4 Inciting Incident Clip: Fauda,Chrome PC (Cadmium),2024-05-12 06:59:58,IN,"[{""eventType"":""start"",""sessionOffsetMs"":4,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":368,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":4803,""mediaOffsetMs"":4186},{""eventType"":""playing"",""sessionOffsetMs"":12900,""mediaOffsetMs"":4385},{""eventType"":""paused"",""sessionOffsetMs"":17151,""mediaOffsetMs"":8382},{""eventType"":""stopped"",""sessionOffsetMs"":17415,""mediaOffsetMs"":8647}]"
Amit,Season 4 Inciting Incident Clip: Fauda,Chrome PC (Cadmium),2024-05-12 06:59:52,IN,"[{""eventType"":""start"",""sessionOffsetMs"":4,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":706,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":5927,""mediaOffsetMs"":4967}]"
Amit,Season 1 Part 7 Clip 7: The Great Indian Kapil Show,Chrome PC (Cadmium),2024-05-12 06:59:45,IN,"[{""eventType"":""start"",""sessionOffsetMs"":65,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":841,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":6735,""mediaOffsetMs"":5535},{""eventType"":""playing"",""sessionOffsetMs"":30623,""mediaOffsetMs"":5734},{""eventType"":""paused"",""sessionOffsetMs"":51922,""mediaOffsetMs"":26626},{""eventType"":""playing"",""sessionOffsetMs"":51924,""mediaOffsetMs"":26864},{""eventType"":""paused"",""sessionOffsetMs"":72968,""mediaOffsetMs"":47879},{""eventType"":""stopped"",""sessionOffsetMs"":197200,""mediaOffsetMs"":47974}]"
Amit,Laapataa Ladies_hook_primary_16x9,Chrome PC (Cadmium),2024-05-11 15:16:05,IN,"[{""eventType"":""start"",""sessionOffsetMs"":8,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":9787,""mediaOffsetMs"":0}]"
Amit,Gumrah (Thadam Remake)_hook_02_16x9,Chrome PC (Cadmium),2024-05-11 15:16:05,IN,[]
Amit,"Fauda: Season 4: ""Episode 12""",Chrome PC (Cadmium),2024-05-11 14:40:16,IN,"[{""eventType"":""start"",""sessionOffsetMs"":182499,""mediaOffsetMs"":5920},{""eventType"":""playing"",""sessionOffsetMs"":182568,""mediaOffsetMs"":5920},{""eventType"":""paused"",""sessionOffsetMs"":381666,""mediaOffsetMs"":205000},{""eventType"":""reposition"",""sessionOffsetMs"":381667,""mediaOffsetMs"":228441},{""eventType"":""playing"",""sessionOffsetMs"":381721,""mediaOffsetMs"":228441},{""eventType"":""stopped"",""sessionOffsetMs"":2330224,""mediaOffsetMs"":2176584}]"
Amit,"Fauda: Season 4: ""Episode 11""",Chrome PC (Cadmium),2024-05-11 14:19:15,IN,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":1120476},{""eventType"":""playing"",""sessionOffsetMs"":4741,""mediaOffsetMs"":1120476},{""eventType"":""paused"",""sessionOffsetMs"":165902,""mediaOffsetMs"":1281540},{""eventType"":""playing"",""sessionOffsetMs"":341938,""mediaOffsetMs"":1281583},{""eventType"":""stopped"",""sessionOffsetMs"":1264458,""mediaOffsetMs"":2202517}]"
Amit,"Fauda: Season 4: ""Episode 11""",Chrome PC (Cadmium),2024-05-11 12:23:20,IN,"[{""eventType"":""start"",""sessionOffsetMs"":177173,""mediaOffsetMs"":5880},{""eventType"":""playing"",""sessionOffsetMs"":177233,""mediaOffsetMs"":5880},{""eventType"":""paused"",""sessionOffsetMs"":179959,""mediaOffsetMs"":8374},{""eventType"":""playing"",""sessionOffsetMs"":295993,""mediaOffsetMs"":8457},{""eventType"":""paused"",""sessionOffsetMs"":538066,""mediaOffsetMs"":250000},{""eventType"":""reposition"",""sessionOffsetMs"":538067,""mediaOffsetMs"":272161},{""eventType"":""playing"",""sessionOffsetMs"":538112,""mediaOffsetMs"":272161},{""eventType"":""paused"",""sessionOffsetMs"":542620,""mediaOffsetMs"":276337},{""eventType"":""playing"",""sessionOffsetMs"":646360,""mediaOffsetMs"":276598},{""eventType"":""paused"",""sessionOffsetMs"":1126953,""mediaOffsetMs"":756635},{""eventType"":""playing"",""sessionOffsetMs"":1219359,""mediaOffsetMs"":756683},{""eventType"":""paused"",""sessionOffsetMs"":1584118,""mediaOffsetMs"":1120396},{""eventType"":""stopped"",""sessionOffsetMs"":7108391,""mediaOffsetMs"":1120476}]"
Amit,"Fauda: Season 4: ""Episode 10""",Chrome PC (Cadmium),2024-05-11 11:40:01,IN,"[{""eventType"":""start"",""sessionOffsetMs"":180749,""mediaOffsetMs"":5880},{""eventType"":""playing"",""sessionOffsetMs"":180811,""mediaOffsetMs"":5880},{""eventType"":""paused"",""sessionOffsetMs"":257403,""mediaOffsetMs"":82000},{""eventType"":""reposition"",""sessionOffsetMs"":257404,""mediaOffsetMs"":95201},{""eventType"":""playing"",""sessionOffsetMs"":257442,""mediaOffsetMs"":95201},{""eventType"":""paused"",""sessionOffsetMs"":1043759,""mediaOffsetMs"":881348},{""eventType"":""playing"",""sessionOffsetMs"":1433466,""mediaOffsetMs"":881463},{""eventType"":""paused"",""sessionOffsetMs"":1774744,""mediaOffsetMs"":1221535},{""eventType"":""playing"",""sessionOffsetMs"":1833357,""mediaOffsetMs"":1221749},{""eventType"":""paused"",""sessionOffsetMs"":2284747,""mediaOffsetMs"":1673000},{""eventType"":""reposition"",""sessionOffsetMs"":2284748,""mediaOffsetMs"":1645094},{""eventType"":""playing"",""sessionOffsetMs"":2285815,""mediaOffsetMs"":1645094},{""eventType"":""stopped"",""sessionOffsetMs"":2780119,""mediaOffsetMs"":2139001}]"
Amit,"Fauda: Season 4: ""Episode 9""",Chrome PC (Cadmium),2024-05-11 11:01:35,IN,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":559,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":1115575,""mediaOffsetMs"":1114939},{""eventType"":""playing"",""sessionOffsetMs"":1281562,""mediaOffsetMs"":1114963},{""eventType"":""paused"",""sessionOffsetMs"":1798737,""mediaOffsetMs"":1631438},{""eventType"":""playing"",""sessionOffsetMs"":1801999,""mediaOffsetMs"":1631655},{""eventType"":""stopped"",""sessionOffsetMs"":2306457,""mediaOffsetMs"":2135894}]"
Amit,Season 1 Part 6 Clip 6: The Great Indian Kapil Show,Chrome PC (Cadmium),2024-05-11 11:01:33,IN,"[{""eventType"":""start"",""sessionOffsetMs"":19,""mediaOffsetMs"":null},{""eventType"":""stopped"",""sessionOffsetMs"":668,""mediaOffsetMs"":null}]"
Amit,Season 2 Trailer: Fauda,Chrome PC (Cadmium),2024-05-11 11:01:33,IN,"[{""eventType"":""start"",""sessionOffsetMs"":5,""mediaOffsetMs"":980},{""eventType"":""playing"",""sessionOffsetMs"":1501,""mediaOffsetMs"":980},{""eventType"":""stopped"",""sessionOffsetMs"":2193,""mediaOffsetMs"":1562}]"
Amit,Gumrah (Thadam Remake)_hook_02_16x9,Chrome PC (Cadmium),2024-05-11 11:01:25,IN,"[{""eventType"":""start"",""sessionOffsetMs"":56,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":820,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":6698,""mediaOffsetMs"":5365},{""eventType"":""playing"",""sessionOffsetMs"":7380,""mediaOffsetMs"":5614},{""eventType"":""paused"",""sessionOffsetMs"":7444,""mediaOffsetMs"":5686},{""eventType"":""stopped"",""sessionOffsetMs"":9622,""mediaOffsetMs"":5688}]"
Amit,Gumrah (Thadam Remake)_hook_02_16x9,Chrome PC (Cadmium),2024-05-11 10:03:38,IN,"[{""eventType"":""start"",""sessionOffsetMs"":34,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":579,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":3579,""mediaOffsetMs"":3000}]"
Amit,"Fauda: Season 4: ""Episode 8""",Chrome PC (Cadmium),2024-05-11 09:38:47,IN,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":839000},{""eventType"":""playing"",""sessionOffsetMs"":8583,""mediaOffsetMs"":839000},{""eventType"":""paused"",""sessionOffsetMs"":337233,""mediaOffsetMs"":1167515},{""eventType"":""playing"",""sessionOffsetMs"":369696,""mediaOffsetMs"":1167601},{""eventType"":""stopped"",""sessionOffsetMs"":1497941,""mediaOffsetMs"":2294451}]"
Amit,Season 2 Trailer: Fauda,Chrome PC (Cadmium),2024-05-11 09:38:37,IN,"[{""eventType"":""start"",""sessionOffsetMs"":5,""mediaOffsetMs"":980},{""eventType"":""playing"",""sessionOffsetMs"":689,""mediaOffsetMs"":980},{""eventType"":""stopped"",""sessionOffsetMs"":1311,""mediaOffsetMs"":1481}]"
Amit,Vaathi (Hindi)_hook_01_16x9,Chrome PC (Cadmium),2024-05-11 09:38:31,IN,"[{""eventType"":""start"",""sessionOffsetMs"":36,""mediaOffsetMs"":4},{""eventType"":""playing"",""sessionOffsetMs"":463,""mediaOffsetMs"":4},{""eventType"":""paused"",""sessionOffsetMs"":5755,""mediaOffsetMs"":5090},{""eventType"":""stopped"",""sessionOffsetMs"":7058,""mediaOffsetMs"":5277}]"
Amit,All India Rank (AIR)_hook_primary_16x9,Chrome PC (Cadmium),2024-05-10 15:05:10,IN,"[{""eventType"":""start"",""sessionOffsetMs"":28,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":818,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":818,""mediaOffsetMs"":0}]"
Amit,"Fauda: Season 4: ""Episode 8""",Chrome PC (Cadmium),2024-05-10 14:51:30,IN,"[{""eventType"":""start"",""sessionOffsetMs"":178284,""mediaOffsetMs"":5880},{""eventType"":""playing"",""sessionOffsetMs"":178351,""mediaOffsetMs"":5880},{""eventType"":""paused"",""sessionOffsetMs"":405297,""mediaOffsetMs"":233000},{""eventType"":""reposition"",""sessionOffsetMs"":405298,""mediaOffsetMs"":255641},{""eventType"":""playing"",""sessionOffsetMs"":405376,""mediaOffsetMs"":255641},{""eventType"":""paused"",""sessionOffsetMs"":988836,""mediaOffsetMs"":838960},{""eventType"":""stopped"",""sessionOffsetMs"":997494,""mediaOffsetMs"":839039}]"
Amit,"Fauda: Season 4: ""Episode 7""",Chrome PC (Cadmium),2024-05-10 13:54:00,IN,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":551,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":58714,""mediaOffsetMs"":58000},{""eventType"":""reposition"",""sessionOffsetMs"":58715,""mediaOffsetMs"":77361},{""eventType"":""playing"",""sessionOffsetMs"":58780,""mediaOffsetMs"":77361},{""eventType"":""paused"",""sessionOffsetMs"":1355030,""mediaOffsetMs"":1373484},{""eventType"":""playing"",""sessionOffsetMs"":2685891,""mediaOffsetMs"":1373559},{""eventType"":""stopped"",""sessionOffsetMs"":3449853,""mediaOffsetMs"":2136615}]"
Amit,Season 4 Inciting Incident Clip: Fauda,Chrome PC (Cadmium),2024-05-10 13:53:57,IN,"[{""eventType"":""start"",""sessionOffsetMs"":5,""mediaOffsetMs"":1},{""eventType"":""playing"",""sessionOffsetMs"":349,""mediaOffsetMs"":1},{""eventType"":""stopped"",""sessionOffsetMs"":2209,""mediaOffsetMs"":1577}]"
Amit,Season 4 Inciting Incident Clip: Fauda,Chrome PC (Cadmium),2024-05-10 13:53:55,IN,"[{""eventType"":""start"",""sessionOffsetMs"":13,""mediaOffsetMs"":null},{""eventType"":""stopped"",""sessionOffsetMs"":774,""mediaOffsetMs"":null}]"
Amit,All India Rank (AIR)_hook_primary_16x9,Chrome PC (Cadmium),2024-05-10 13:53:52,IN,"[{""eventType"":""start"",""sessionOffsetMs"":60,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":754,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":2235,""mediaOffsetMs"":1054},{""eventType"":""playing"",""sessionOffsetMs"":3020,""mediaOffsetMs"":1235},{""eventType"":""paused"",""sessionOffsetMs"":6251,""mediaOffsetMs"":4430},{""eventType"":""stopped"",""sessionOffsetMs"":8442,""mediaOffsetMs"":4462}]"
Amit,All India Rank (AIR)_hook_primary_16x9,Chrome PC (Cadmium),2024-05-10 13:00:24,IN,[]
Amit,"Fauda: Season 4: ""Episode 6""",Chrome PC (Cadmium),2024-05-10 12:14:01,IN,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":4275,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":18167,""mediaOffsetMs"":14000},{""eventType"":""reposition"",""sessionOffsetMs"":18168,""mediaOffsetMs"":79394},{""eventType"":""playing"",""sessionOffsetMs"":18258,""mediaOffsetMs"":79394},{""eventType"":""paused"",""sessionOffsetMs"":43361,""mediaOffsetMs"":104000},{""eventType"":""reposition"",""sessionOffsetMs"":43362,""mediaOffsetMs"":125961},{""eventType"":""playing"",""sessionOffsetMs"":43395,""mediaOffsetMs"":125961},{""eventType"":""paused"",""sessionOffsetMs"":817122,""mediaOffsetMs"":899546},{""eventType"":""playing"",""sessionOffsetMs"":1302744,""mediaOffsetMs"":899617},{""eventType"":""stopped"",""sessionOffsetMs"":2785766,""mediaOffsetMs"":2381841}]"
Amit,Season 4 Inciting Incident Clip: Fauda,Chrome PC (Cadmium),2024-05-10 12:13:57,IN,"[{""eventType"":""start"",""sessionOffsetMs"":8,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":2369,""mediaOffsetMs"":0}]"
Amit,A Wednesday_hook_02_16x9,Chrome PC (Cadmium),2024-05-10 12:13:50,IN,"[{""eventType"":""start"",""sessionOffsetMs"":32,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":459,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":4826,""mediaOffsetMs"":4270},{""eventType"":""stopped"",""sessionOffsetMs"":7180,""mediaOffsetMs"":4286}]"
Amit,Dhak Dhak_hook_primary_16x9,Chrome PC (Cadmium),2024-05-10 10:14:56,IN,[]
Amit,"Fauda: Season 4: ""Episode 6""",Chrome PC (Cadmium),2024-05-10 10:13:47,IN,"[{""eventType"":""start"",""sessionOffsetMs"":181227,""mediaOffsetMs"":5800},{""eventType"":""playing"",""sessionOffsetMs"":181285,""mediaOffsetMs"":5800},{""eventType"":""paused"",""sessionOffsetMs"":243880,""mediaOffsetMs"":68158},{""eventType"":""stopped"",""sessionOffsetMs"":249505,""mediaOffsetMs"":68270}]"
Amit,"Fauda: Season 4: ""Episode 5""",Chrome PC (Cadmium),2024-05-10 09:45:59,IN,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":792000},{""eventType"":""playing"",""sessionOffsetMs"":747,""mediaOffsetMs"":792000},{""eventType"":""paused"",""sessionOffsetMs"":119186,""mediaOffsetMs"":910278},{""eventType"":""playing"",""sessionOffsetMs"":122300,""mediaOffsetMs"":910380},{""eventType"":""stopped"",""sessionOffsetMs"":1668542,""mediaOffsetMs"":2456337}]"
Amit,Season 4 Inciting Incident Clip: Fauda,Chrome PC (Cadmium),2024-05-10 09:45:56,IN,"[{""eventType"":""start"",""sessionOffsetMs"":3,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":732,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":2477,""mediaOffsetMs"":1576}]"
Amit,Season 4 Inciting Incident Clip: Fauda,Chrome PC (Cadmium),2024-05-10 09:45:49,IN,"[{""eventType"":""start"",""sessionOffsetMs"":6,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1890,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":2494,""mediaOffsetMs"":490},{""eventType"":""stopped"",""sessionOffsetMs"":2805,""mediaOffsetMs"":551}]"
Amit,Dhak Dhak_hook_primary_16x9,Chrome PC (Cadmium),2024-05-10 09:45:46,IN,"[{""eventType"":""start"",""sessionOffsetMs"":37,""mediaOffsetMs"":8},{""eventType"":""playing"",""sessionOffsetMs"":862,""mediaOffsetMs"":8},{""eventType"":""paused"",""sessionOffsetMs"":2467,""mediaOffsetMs"":1352},{""eventType"":""playing"",""sessionOffsetMs"":4969,""mediaOffsetMs"":1573},{""eventType"":""paused"",""sessionOffsetMs"":9782,""mediaOffsetMs"":6353},{""eventType"":""stopped"",""sessionOffsetMs"":12247,""mediaOffsetMs"":6391}]"
Amit,Season 1 Trailer 2: Guns & Gulaabs,Chrome PC (Cadmium),2024-05-10 08:08:34,IN,[]
Amit,Season 4 Inciting Incident Clip: Fauda,Chrome PC (Cadmium),2024-05-10 08:08:33,IN,"[{""eventType"":""start"",""sessionOffsetMs"":1,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2032,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":2965,""mediaOffsetMs"":712}]"
Amit,"Fauda: Season 4: ""Episode 5""",Chrome PC (Cadmium),2024-05-10 07:59:40,IN,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":248000},{""eventType"":""playing"",""sessionOffsetMs"":2421,""mediaOffsetMs"":248000},{""eventType"":""paused"",""sessionOffsetMs"":5827,""mediaOffsetMs"":251000},{""eventType"":""reposition"",""sessionOffsetMs"":5828,""mediaOffsetMs"":269801},{""eventType"":""playing"",""sessionOffsetMs"":5830,""mediaOffsetMs"":269800},{""eventType"":""paused"",""sessionOffsetMs"":5831,""mediaOffsetMs"":269801},{""eventType"":""reposition"",""sessionOffsetMs"":5831,""mediaOffsetMs"":269801},{""eventType"":""playing"",""sessionOffsetMs"":5887,""mediaOffsetMs"":269801},{""eventType"":""playing"",""sessionOffsetMs"":15726,""mediaOffsetMs"":279560},{""eventType"":""paused"",""sessionOffsetMs"":528372,""mediaOffsetMs"":792135},{""eventType"":""stopped"",""sessionOffsetMs"":533803,""mediaOffsetMs"":792231}]"
Amit,Season 4 Inciting Incident Clip: Fauda,Chrome PC (Cadmium),2024-05-10 07:59:38,IN,"[{""eventType"":""start"",""sessionOffsetMs"":13,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1251,""mediaOffsetMs"":0}]"
Amit,Season 4 Inciting Incident Clip: Fauda,Chrome PC (Cadmium),2024-05-10 07:59:36,IN,"[{""eventType"":""start"",""sessionOffsetMs"":16,""mediaOffsetMs"":null},{""eventType"":""stopped"",""sessionOffsetMs"":774,""mediaOffsetMs"":null}]"
Amit,Designated Survivor (Trailer),Chrome PC (Cadmium),2024-05-10 07:59:33,IN,"[{""eventType"":""start"",""sessionOffsetMs"":50,""mediaOffsetMs"":13},{""eventType"":""playing"",""sessionOffsetMs"":6051,""mediaOffsetMs"":13},{""eventType"":""paused"",""sessionOffsetMs"":6275,""mediaOffsetMs"":13},{""eventType"":""playing"",""sessionOffsetMs"":10088,""mediaOffsetMs"":201},{""eventType"":""stopped"",""sessionOffsetMs"":10322,""mediaOffsetMs"":201}]"
Amit,"Fauda: Season 4: ""Episode 5""",Chrome PC (Cadmium),2024-05-09 13:13:15,IN,"[{""eventType"":""start"",""sessionOffsetMs"":184743,""mediaOffsetMs"":5000},{""eventType"":""playing"",""sessionOffsetMs"":184769,""mediaOffsetMs"":5000},{""eventType"":""stopped"",""sessionOffsetMs"":428998,""mediaOffsetMs"":248978}]"
Amit,"Fauda: Season 4: ""Episode 4""",Chrome PC (Cadmium),2024-05-09 12:21:50,IN,"[{""eventType"":""start"",""sessionOffsetMs"":179130,""mediaOffsetMs"":5920},{""eventType"":""playing"",""sessionOffsetMs"":179156,""mediaOffsetMs"":5920},{""eventType"":""paused"",""sessionOffsetMs"":420815,""mediaOffsetMs"":247000},{""eventType"":""reposition"",""sessionOffsetMs"":420816,""mediaOffsetMs"":268921},{""eventType"":""playing"",""sessionOffsetMs"":420844,""mediaOffsetMs"":268921},{""eventType"":""paused"",""sessionOffsetMs"":1589475,""mediaOffsetMs"":1437315},{""eventType"":""playing"",""sessionOffsetMs"":1740408,""mediaOffsetMs"":1437489},{""eventType"":""paused"",""sessionOffsetMs"":2248129,""mediaOffsetMs"":1944419},{""eventType"":""playing"",""sessionOffsetMs"":2850930,""mediaOffsetMs"":1944620},{""eventType"":""paused"",""sessionOffsetMs"":2945995,""mediaOffsetMs"":2039000},{""eventType"":""reposition"",""sessionOffsetMs"":2945996,""mediaOffsetMs"":1996478},{""eventType"":""playing"",""sessionOffsetMs"":2946928,""mediaOffsetMs"":1996478},{""eventType"":""paused"",""sessionOffsetMs"":2953770,""mediaOffsetMs"":2003000},{""eventType"":""reposition"",""sessionOffsetMs"":2953771,""mediaOffsetMs"":1980069},{""eventType"":""playing"",""sessionOffsetMs"":2954375,""mediaOffsetMs"":1980069},{""eventType"":""stopped"",""sessionOffsetMs"":3264030,""mediaOffsetMs"":2289548}]"
