Profile Name,Title Description,Device,Playback Start Utc Ts,Country,Playtraces
Arnab,Limited Series Plot Clip 2: Baby Reindeer,Netflix Chrome Linux (Cadmium) HTML 5,2024-04-30 11:05:08,IN,"[{""eventType"":""start"",""sessionOffsetMs"":30,""mediaOffsetMs"":4},{""eventType"":""playing"",""sessionOffsetMs"":750,""mediaOffsetMs"":4},{""eventType"":""stopped"",""sessionOffsetMs"":3072,""mediaOffsetMs"":2126}]"
Arnab,Extraordinary Attorney Woo: Season 1_hook_primary_16x9,Netflix Chrome Linux (Cadmium) HTML 5,2024-04-30 07:38:19,IN,[]
Arnab,Extraordinary Attorney Woo: Season 1_hook_primary_16x9,Netflix Chrome Linux (Cadmium) HTML 5,2024-04-30 07:16:19,IN,[]
Arnab,The Office (U.S.): Season 1_hook_primary_16x9,Netflix Chrome Linux (Cadmium) HTML 5,2024-04-30 05:48:38,IN,"[{""eventType"":""start"",""sessionOffsetMs"":9,""mediaOffsetMs"":null},{""eventType"":""stopped"",""sessionOffsetMs"":1109,""mediaOffsetMs"":null}]"
Arnab,"The Office (U.S.): Season 7: ""Ultimatum""",Netflix Chrome Linux (Cadmium) HTML 5,2024-04-30 05:48:38,IN,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":584,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":100370,""mediaOffsetMs"":99000},{""eventType"":""reposition"",""sessionOffsetMs"":100371,""mediaOffsetMs"":115679},{""eventType"":""playing"",""sessionOffsetMs"":100412,""mediaOffsetMs"":115679},{""eventType"":""paused"",""sessionOffsetMs"":539186,""mediaOffsetMs"":554110},{""eventType"":""playing"",""sessionOffsetMs"":764590,""mediaOffsetMs"":554305},{""eventType"":""paused"",""sessionOffsetMs"":931002,""mediaOffsetMs"":720273},{""eventType"":""playing"",""sessionOffsetMs"":945536,""mediaOffsetMs"":720408},{""eventType"":""paused"",""sessionOffsetMs"":1085325,""mediaOffsetMs"":860181},{""eventType"":""playing"",""sessionOffsetMs"":1086377,""mediaOffsetMs"":860234},{""eventType"":""paused"",""sessionOffsetMs"":1089045,""mediaOffsetMs"":862869},{""eventType"":""playing"",""sessionOffsetMs"":2739309,""mediaOffsetMs"":862885},{""eventType"":""paused"",""sessionOffsetMs"":3023217,""mediaOffsetMs"":1146157},{""eventType"":""playing"",""sessionOffsetMs"":3045749,""mediaOffsetMs"":1146380},{""eventType"":""stopped"",""sessionOffsetMs"":3185412,""mediaOffsetMs"":1286043}]"
Arnab,Season 1 Cliffhanger Clip: The Asunta Case,Netflix Chrome Linux (Cadmium) HTML 5,2024-04-30 05:48:34,IN,"[{""eventType"":""start"",""sessionOffsetMs"":40,""mediaOffsetMs"":15},{""eventType"":""playing"",""sessionOffsetMs"":785,""mediaOffsetMs"":15},{""eventType"":""paused"",""sessionOffsetMs"":1916,""mediaOffsetMs"":1001},{""eventType"":""stopped"",""sessionOffsetMs"":3417,""mediaOffsetMs"":1106}]"
Arnab,"The Office (U.S.): Season 7: ""Classy Christmas: Part 2""",Netflix Chrome Linux (Cadmium) HTML 5,2024-04-29 18:42:54,IN,"[{""eventType"":""start"",""sessionOffsetMs"":179786,""mediaOffsetMs"":51594},{""eventType"":""playing"",""sessionOffsetMs"":179855,""mediaOffsetMs"":51594},{""eventType"":""paused"",""sessionOffsetMs"":180921,""mediaOffsetMs"":52443},{""eventType"":""playing"",""sessionOffsetMs"":184010,""mediaOffsetMs"":52472},{""eventType"":""paused"",""sessionOffsetMs"":186260,""mediaOffsetMs"":55000},{""eventType"":""reposition"",""sessionOffsetMs"":186261,""mediaOffsetMs"":71156},{""eventType"":""playing"",""sessionOffsetMs"":186313,""mediaOffsetMs"":71156},{""eventType"":""stopped"",""sessionOffsetMs"":1342997,""mediaOffsetMs"":1227840}]"
Arnab,Violent Night_hook_02_16x9,Netflix Chrome Linux (Cadmium) HTML 5,2024-04-29 18:21:35,IN,"[{""eventType"":""start"",""sessionOffsetMs"":148,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":105596,""mediaOffsetMs"":0}]"
Arnab,"The Office (U.S.): Season 7: ""Classy Christmas: Part 1""",Netflix Chrome Linux (Cadmium) HTML 5,2024-04-29 18:21:34,IN,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":724,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":96841,""mediaOffsetMs"":96000},{""eventType"":""reposition"",""sessionOffsetMs"":96842,""mediaOffsetMs"":110821},{""eventType"":""playing"",""sessionOffsetMs"":96891,""mediaOffsetMs"":110821},{""eventType"":""stopped"",""sessionOffsetMs"":1280165,""mediaOffsetMs"":1293655}]"
Arnab,The Office (U.S.): Season 1_hook_primary_16x9,Netflix Chrome Linux (Cadmium) HTML 5,2024-04-29 18:21:32,IN,"[{""eventType"":""start"",""sessionOffsetMs"":21,""mediaOffsetMs"":5},{""eventType"":""playing"",""sessionOffsetMs"":852,""mediaOffsetMs"":5},{""eventType"":""stopped"",""sessionOffsetMs"":2042,""mediaOffsetMs"":700}]"
Arnab,"The Office (U.S.): Season 7: ""China""",Netflix Chrome Linux (Cadmium) HTML 5,2024-04-29 17:09:48,IN,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":4},{""eventType"":""playing"",""sessionOffsetMs"":1505,""mediaOffsetMs"":4},{""eventType"":""paused"",""sessionOffsetMs"":36526,""mediaOffsetMs"":34803},{""eventType"":""playing"",""sessionOffsetMs"":74058,""mediaOffsetMs"":34895},{""eventType"":""paused"",""sessionOffsetMs"":854042,""mediaOffsetMs"":814326},{""eventType"":""playing"",""sessionOffsetMs"":894371,""mediaOffsetMs"":814449},{""eventType"":""stopped"",""sessionOffsetMs"":1379366,""mediaOffsetMs"":1299444}]"
Arnab,"The Office (U.S.): Season 7: ""WUPHF.com""",Netflix Chrome Linux (Cadmium) HTML 5,2024-04-29 17:09:42,IN,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":1239000},{""eventType"":""playing"",""sessionOffsetMs"":960,""mediaOffsetMs"":1239000},{""eventType"":""paused"",""sessionOffsetMs"":3865,""mediaOffsetMs"":1241378},{""eventType"":""stopped"",""sessionOffsetMs"":3902,""mediaOffsetMs"":1241632}]"
Arnab,The Office (U.S.): Season 1_hook_primary_16x9,Netflix Chrome Linux (Cadmium) HTML 5,2024-04-29 17:09:40,IN,"[{""eventType"":""start"",""sessionOffsetMs"":6,""mediaOffsetMs"":2},{""eventType"":""playing"",""sessionOffsetMs"":642,""mediaOffsetMs"":2},{""eventType"":""stopped"",""sessionOffsetMs"":1893,""mediaOffsetMs"":1010}]"
Arnab,Anyone But You_hook_primary_16x9,Netflix Chrome Linux (Cadmium) HTML 5,2024-04-29 17:09:28,IN,"[{""eventType"":""start"",""sessionOffsetMs"":12,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":686,""mediaOffsetMs"":0}]"
Arnab,Mrs. Harris Goes to Paris_hook_primary_16x9,Netflix Chrome Linux (Cadmium) HTML 5,2024-04-29 17:09:23,IN,"[{""eventType"":""start"",""sessionOffsetMs"":63,""mediaOffsetMs"":15},{""eventType"":""playing"",""sessionOffsetMs"":434,""mediaOffsetMs"":15},{""eventType"":""paused"",""sessionOffsetMs"":2520,""mediaOffsetMs"":1807},{""eventType"":""stopped"",""sessionOffsetMs"":18563,""mediaOffsetMs"":2070}]"
Arnab,The Office (U.S.): Season 1_hook_primary_16x9,Netflix Chrome Linux (Cadmium) HTML 5,2024-04-29 15:18:01,IN,"[{""eventType"":""start"",""sessionOffsetMs"":9,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1763,""mediaOffsetMs"":0}]"
Arnab,Charlie and the Chocolate Factory_hook_primary_16x9,Netflix Chrome Linux (Cadmium) HTML 5,2024-04-29 15:18:01,IN,"[{""eventType"":""start"",""sessionOffsetMs"":13,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":5313,""mediaOffsetMs"":0}]"
Arnab,"The Office (U.S.): Season 7: ""WUPHF.com""",Netflix Chrome Linux (Cadmium) HTML 5,2024-04-29 15:18:00,IN,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":808,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":98753,""mediaOffsetMs"":97442},{""eventType"":""playing"",""sessionOffsetMs"":105918,""mediaOffsetMs"":97721},{""eventType"":""paused"",""sessionOffsetMs"":111960,""mediaOffsetMs"":104000},{""eventType"":""reposition"",""sessionOffsetMs"":111961,""mediaOffsetMs"":119891},{""eventType"":""playing"",""sessionOffsetMs"":112006,""mediaOffsetMs"":119891},{""eventType"":""paused"",""sessionOffsetMs"":1052758,""mediaOffsetMs"":1060349},{""eventType"":""playing"",""sessionOffsetMs"":1224468,""mediaOffsetMs"":1060509},{""eventType"":""paused"",""sessionOffsetMs"":1299659,""mediaOffsetMs"":1134806},{""eventType"":""playing"",""sessionOffsetMs"":1344995,""mediaOffsetMs"":1134834},{""eventType"":""paused"",""sessionOffsetMs"":1355230,""mediaOffsetMs"":1144526},{""eventType"":""playing"",""sessionOffsetMs"":1360538,""mediaOffsetMs"":1144674},{""eventType"":""stopped"",""sessionOffsetMs"":1452373,""mediaOffsetMs"":1236509}]"
Arnab,Cloudy with a Chance of Meatballs_hook_primary_16x9,Netflix Chrome Linux (Cadmium) HTML 5,2024-04-29 11:38:33,IN,[]
Arnab,"The Office (U.S.): Season 7: ""Viewing Party""",Netflix Chrome Linux (Cadmium) HTML 5,2024-04-29 11:38:32,IN,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":940,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":117534,""mediaOffsetMs"":116000},{""eventType"":""reposition"",""sessionOffsetMs"":117535,""mediaOffsetMs"":129797},{""eventType"":""playing"",""sessionOffsetMs"":117588,""mediaOffsetMs"":129797},{""eventType"":""paused"",""sessionOffsetMs"":226124,""mediaOffsetMs"":238021},{""eventType"":""playing"",""sessionOffsetMs"":250281,""mediaOffsetMs"":238191},{""eventType"":""paused"",""sessionOffsetMs"":1092450,""mediaOffsetMs"":1079169},{""eventType"":""playing"",""sessionOffsetMs"":1251368,""mediaOffsetMs"":1079388},{""eventType"":""stopped"",""sessionOffsetMs"":1450069,""mediaOffsetMs"":1278089}]"
Arnab,The Office (U.S.): Season 1_hook_primary_16x9,Netflix Chrome Linux (Cadmium) HTML 5,2024-04-29 11:38:31,IN,"[{""eventType"":""start"",""sessionOffsetMs"":16,""mediaOffsetMs"":10},{""eventType"":""playing"",""sessionOffsetMs"":841,""mediaOffsetMs"":10},{""eventType"":""stopped"",""sessionOffsetMs"":1390,""mediaOffsetMs"":158}]"
Arnab,"The Office (U.S.): Season 7: ""Christening""",Netflix Chrome Linux (Cadmium) HTML 5,2024-04-29 10:08:10,IN,"[{""eventType"":""start"",""sessionOffsetMs"":15,""mediaOffsetMs"":772742},{""eventType"":""playing"",""sessionOffsetMs"":3428,""mediaOffsetMs"":772742},{""eventType"":""stopped"",""sessionOffsetMs"":520428,""mediaOffsetMs"":1289742}]"
Arnab,"The Office (U.S.): Season 7: ""Christening""",Netflix Chrome Linux (Cadmium) HTML 5,2024-04-29 09:18:40,IN,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":60000},{""eventType"":""playing"",""sessionOffsetMs"":1417,""mediaOffsetMs"":60000},{""eventType"":""paused"",""sessionOffsetMs"":2352,""mediaOffsetMs"":60684},{""eventType"":""playing"",""sessionOffsetMs"":59553,""mediaOffsetMs"":60705},{""eventType"":""paused"",""sessionOffsetMs"":106056,""mediaOffsetMs"":107000},{""eventType"":""reposition"",""sessionOffsetMs"":106057,""mediaOffsetMs"":123207},{""eventType"":""playing"",""sessionOffsetMs"":106098,""mediaOffsetMs"":123207},{""eventType"":""paused"",""sessionOffsetMs"":220876,""mediaOffsetMs"":237538},{""eventType"":""playing"",""sessionOffsetMs"":250533,""mediaOffsetMs"":237843},{""eventType"":""paused"",""sessionOffsetMs"":776586,""mediaOffsetMs"":763332},{""eventType"":""playing"",""sessionOffsetMs"":816376,""mediaOffsetMs"":763428},{""eventType"":""paused"",""sessionOffsetMs"":826175,""mediaOffsetMs"":772498},{""eventType"":""stopped"",""sessionOffsetMs"":2627387,""mediaOffsetMs"":772742}]"
Arnab,The Office (U.S.): Season 1_hook_primary_16x9,Netflix Chrome Linux (Cadmium) HTML 5,2024-04-29 09:18:37,IN,"[{""eventType"":""start"",""sessionOffsetMs"":3,""mediaOffsetMs"":10},{""eventType"":""playing"",""sessionOffsetMs"":628,""mediaOffsetMs"":10},{""eventType"":""stopped"",""sessionOffsetMs"":1365,""mediaOffsetMs"":439}]"
Arnab,The Tale of Nokdu: Season 1_hook_02_16x9,Netflix Chrome Linux (Cadmium) HTML 5,2024-04-29 09:18:28,IN,"[{""eventType"":""start"",""sessionOffsetMs"":18,""mediaOffsetMs"":6},{""eventType"":""playing"",""sessionOffsetMs"":674,""mediaOffsetMs"":6},{""eventType"":""paused"",""sessionOffsetMs"":2435,""mediaOffsetMs"":1547},{""eventType"":""stopped"",""sessionOffsetMs"":11237,""mediaOffsetMs"":1730}]"
Arnab,"The Office (U.S.): Season 7: ""Christening""",Android DefaultWidevineL3Phone Android Phone,2024-04-29 08:52:32,IN,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1120,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":62039,""mediaOffsetMs"":60675},{""eventType"":""stopped"",""sessionOffsetMs"":75771,""mediaOffsetMs"":60681}]"
Arnab,"The Office (U.S.): Season 7: ""Costume Contest""",Android DefaultWidevineL3Phone Android Phone,2024-04-29 08:52:30,IN,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":615,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":1543,""mediaOffsetMs"":759},{""eventType"":""stopped"",""sessionOffsetMs"":1667,""mediaOffsetMs"":759}]"
Arnab,"The Office (U.S.): Season 7: ""The Sting""",Android DefaultWidevineL3Phone Android Phone,2024-04-29 08:52:23,IN,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":1264853},{""eventType"":""playing"",""sessionOffsetMs"":823,""mediaOffsetMs"":1264853},{""eventType"":""paused"",""sessionOffsetMs"":6488,""mediaOffsetMs"":1270337},{""eventType"":""stopped"",""sessionOffsetMs"":6613,""mediaOffsetMs"":1270337}]"
Arnab,"ONE PIECE: Egghead: ""Episode 1101""",Netflix Chrome Linux (Cadmium) HTML 5,2024-04-29 07:12:12,IN,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":1000},{""eventType"":""playing"",""sessionOffsetMs"":2130,""mediaOffsetMs"":1000},{""eventType"":""paused"",""sessionOffsetMs"":108833,""mediaOffsetMs"":107430},{""eventType"":""playing"",""sessionOffsetMs"":320095,""mediaOffsetMs"":107626},{""eventType"":""stopped"",""sessionOffsetMs"":1392392,""mediaOffsetMs"":1179923}]"
Arnab,Halloween Ends_hook_05_16x9,Netflix Chrome Linux (Cadmium) HTML 5,2024-04-29 07:12:05,IN,"[{""eventType"":""start"",""sessionOffsetMs"":42,""mediaOffsetMs"":12},{""eventType"":""playing"",""sessionOffsetMs"":358,""mediaOffsetMs"":12},{""eventType"":""paused"",""sessionOffsetMs"":2298,""mediaOffsetMs"":1870},{""eventType"":""stopped"",""sessionOffsetMs"":5335,""mediaOffsetMs"":1921}]"
Arnab,"The Office (U.S.): Season 7: ""Costume Contest""",Netflix Chrome Linux (Cadmium) HTML 5,2024-04-29 06:29:08,IN,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":767000},{""eventType"":""playing"",""sessionOffsetMs"":1067,""mediaOffsetMs"":767000},{""eventType"":""stopped"",""sessionOffsetMs"":524067,""mediaOffsetMs"":1290000}]"
Arnab,The Office (U.S.): Season 1 - CLM 1,Netflix Chrome Linux (Cadmium) HTML 5,2024-04-29 06:29:06,IN,"[{""eventType"":""start"",""sessionOffsetMs"":4,""mediaOffsetMs"":9},{""eventType"":""playing"",""sessionOffsetMs"":1087,""mediaOffsetMs"":9},{""eventType"":""paused"",""sessionOffsetMs"":1414,""mediaOffsetMs"":210},{""eventType"":""stopped"",""sessionOffsetMs"":1475,""mediaOffsetMs"":292}]"
Arnab,Halloween Ends_hook_05_16x9,Netflix Chrome Linux (Cadmium) HTML 5,2024-04-29 06:29:02,IN,"[{""eventType"":""start"",""sessionOffsetMs"":18,""mediaOffsetMs"":9},{""eventType"":""playing"",""sessionOffsetMs"":753,""mediaOffsetMs"":9},{""eventType"":""paused"",""sessionOffsetMs"":3727,""mediaOffsetMs"":2867},{""eventType"":""playing"",""sessionOffsetMs"":5145,""mediaOffsetMs"":2941},{""eventType"":""stopped"",""sessionOffsetMs"":5190,""mediaOffsetMs"":3016}]"
Arnab,"ONE PIECE: Egghead: ""Episode 1101""",Netflix Chrome Linux (Cadmium) HTML 5,2024-04-29 06:28:32,IN,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":3},{""eventType"":""playing"",""sessionOffsetMs"":1228,""mediaOffsetMs"":3},{""eventType"":""paused"",""sessionOffsetMs"":2452,""mediaOffsetMs"":983},{""eventType"":""stopped"",""sessionOffsetMs"":30463,""mediaOffsetMs"":1164}]"
Arnab,"ONE PIECE: Egghead: ""Episode 1100""",Netflix Chrome Linux (Cadmium) HTML 5,2024-04-29 06:28:26,IN,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":1214000},{""eventType"":""playing"",""sessionOffsetMs"":1827,""mediaOffsetMs"":1214000},{""eventType"":""paused"",""sessionOffsetMs"":4849,""mediaOffsetMs"":1216910},{""eventType"":""stopped"",""sessionOffsetMs"":4868,""mediaOffsetMs"":1216946}]"
Arnab,Dexter: Season 1_hook_primary_16x9,Netflix Chrome Linux (Cadmium) HTML 5,2024-04-29 06:26:04,IN,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":327,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":395,""mediaOffsetMs"":15}]"
Arnab,Tillu Square_hook_01_16x9,Netflix Chrome Linux (Cadmium) HTML 5,2024-04-29 06:25:57,IN,"[{""eventType"":""start"",""sessionOffsetMs"":9,""mediaOffsetMs"":2},{""eventType"":""playing"",""sessionOffsetMs"":720,""mediaOffsetMs"":2},{""eventType"":""stopped"",""sessionOffsetMs"":7796,""mediaOffsetMs"":6848}]"
Arnab,Anyone But You_hook_primary_16x9,Netflix Chrome Linux (Cadmium) HTML 5,2024-04-29 06:25:45,IN,"[{""eventType"":""start"",""sessionOffsetMs"":4,""mediaOffsetMs"":1},{""eventType"":""playing"",""sessionOffsetMs"":596,""mediaOffsetMs"":1},{""eventType"":""stopped"",""sessionOffsetMs"":6743,""mediaOffsetMs"":6060}]"
Arnab,Dexter: Season 1_hook_primary_16x9,Netflix Chrome Linux (Cadmium) HTML 5,2024-04-29 06:25:44,IN,"[{""eventType"":""start"",""sessionOffsetMs"":15,""mediaOffsetMs"":null},{""eventType"":""stopped"",""sessionOffsetMs"":395,""mediaOffsetMs"":null}]"
Arnab,Halloween Ends_hook_05_16x9,Netflix Chrome Linux (Cadmium) HTML 5,2024-04-29 06:25:14,IN,"[{""eventType"":""start"",""sessionOffsetMs"":58,""mediaOffsetMs"":22},{""eventType"":""playing"",""sessionOffsetMs"":366,""mediaOffsetMs"":22},{""eventType"":""paused"",""sessionOffsetMs"":3428,""mediaOffsetMs"":2894},{""eventType"":""playing"",""sessionOffsetMs"":10755,""mediaOffsetMs"":3050},{""eventType"":""paused"",""sessionOffsetMs"":12800,""mediaOffsetMs"":4943},{""eventType"":""stopped"",""sessionOffsetMs"":190332,""mediaOffsetMs"":5111}]"
Arnab,"The Office (U.S.): Season 7: ""Costume Contest""",Netflix Chrome Linux (Cadmium) HTML 5,2024-04-29 05:21:58,IN,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":5249,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":6812,""mediaOffsetMs"":1412},{""eventType"":""playing"",""sessionOffsetMs"":32200,""mediaOffsetMs"":1432},{""eventType"":""paused"",""sessionOffsetMs"":118057,""mediaOffsetMs"":87000},{""eventType"":""reposition"",""sessionOffsetMs"":118058,""mediaOffsetMs"":102478},{""eventType"":""playing"",""sessionOffsetMs"":118096,""mediaOffsetMs"":102478},{""eventType"":""paused"",""sessionOffsetMs"":367595,""mediaOffsetMs"":351511},{""eventType"":""playing"",""sessionOffsetMs"":429745,""mediaOffsetMs"":351831},{""eventType"":""paused"",""sessionOffsetMs"":603462,""mediaOffsetMs"":524773},{""eventType"":""playing"",""sessionOffsetMs"":608107,""mediaOffsetMs"":524893},{""eventType"":""paused"",""sessionOffsetMs"":641929,""mediaOffsetMs"":558625},{""eventType"":""playing"",""sessionOffsetMs"":826539,""mediaOffsetMs"":558716},{""eventType"":""stopped"",""sessionOffsetMs"":1045081,""mediaOffsetMs"":777258}]"
Arnab,"The Office (U.S.): Season 7: ""The Sting""",Netflix Chrome Linux (Cadmium) HTML 5,2024-04-29 05:21:52,IN,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":1266000},{""eventType"":""playing"",""sessionOffsetMs"":1202,""mediaOffsetMs"":1266000},{""eventType"":""paused"",""sessionOffsetMs"":3250,""mediaOffsetMs"":1267516},{""eventType"":""stopped"",""sessionOffsetMs"":3266,""mediaOffsetMs"":1267734}]"
Arnab,The Angry Birds Movie_hook_primary_16x9,Netflix Chrome Linux (Cadmium) HTML 5,2024-04-29 05:21:52,IN,"[{""eventType"":""start"",""sessionOffsetMs"":9,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":58947,""mediaOffsetMs"":0}]"
Arnab,The Office (U.S.): Season 1 - CLM 1,Netflix Chrome Linux (Cadmium) HTML 5,2024-04-29 05:21:49,IN,"[{""eventType"":""start"",""sessionOffsetMs"":11,""mediaOffsetMs"":1},{""eventType"":""playing"",""sessionOffsetMs"":672,""mediaOffsetMs"":1},{""eventType"":""stopped"",""sessionOffsetMs"":1323,""mediaOffsetMs"":491}]"
Arnab,"The Office (U.S.): Season 7: ""The Sting""",Android DefaultWidevineL3Phone Android Phone,2024-04-28 19:02:17,IN,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":511093},{""eventType"":""playing"",""sessionOffsetMs"":396,""mediaOffsetMs"":511093},{""eventType"":""paused"",""sessionOffsetMs"":17330,""mediaOffsetMs"":527631},{""eventType"":""reposition"",""sessionOffsetMs"":17330,""mediaOffsetMs"":537631},{""eventType"":""playing"",""sessionOffsetMs"":17406,""mediaOffsetMs"":534784},{""eventType"":""paused"",""sessionOffsetMs"":20760,""mediaOffsetMs"":537957},{""eventType"":""reposition"",""sessionOffsetMs"":20760,""mediaOffsetMs"":547957},{""eventType"":""playing"",""sessionOffsetMs"":20836,""mediaOffsetMs"":545628},{""eventType"":""paused"",""sessionOffsetMs"":23446,""mediaOffsetMs"":548066},{""eventType"":""reposition"",""sessionOffsetMs"":23446,""mediaOffsetMs"":558066},{""eventType"":""playing"",""sessionOffsetMs"":23513,""mediaOffsetMs"":551342},{""eventType"":""paused"",""sessionOffsetMs"":27644,""mediaOffsetMs"":555286},{""eventType"":""reposition"",""sessionOffsetMs"":27644,""mediaOffsetMs"":565286},{""eventType"":""playing"",""sessionOffsetMs"":27715,""mediaOffsetMs"":563925},{""eventType"":""paused"",""sessionOffsetMs"":730845,""mediaOffsetMs"":1266866},{""eventType"":""stopped"",""sessionOffsetMs"":730939,""mediaOffsetMs"":1266866}]"
Arnab,"The Office (U.S.): Season 7: ""The Sting""",Netflix Chrome Linux (Cadmium) HTML 5,2024-04-28 09:14:34,IN,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":1793,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":72864,""mediaOffsetMs"":71000},{""eventType"":""reposition"",""sessionOffsetMs"":72865,""mediaOffsetMs"":86504},{""eventType"":""playing"",""sessionOffsetMs"":72900,""mediaOffsetMs"":86504},{""eventType"":""paused"",""sessionOffsetMs"":416092,""mediaOffsetMs"":429298},{""eventType"":""playing"",""sessionOffsetMs"":462694,""mediaOffsetMs"":429559},{""eventType"":""stopped"",""sessionOffsetMs"":544431,""mediaOffsetMs"":511296}]"
Arnab,"The Office (U.S.): Season 7: ""Sex Ed""",Netflix Chrome Linux (Cadmium) HTML 5,2024-04-28 09:14:29,IN,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":1232000},{""eventType"":""playing"",""sessionOffsetMs"":1144,""mediaOffsetMs"":1232000},{""eventType"":""paused"",""sessionOffsetMs"":4012,""mediaOffsetMs"":1234475},{""eventType"":""stopped"",""sessionOffsetMs"":4025,""mediaOffsetMs"":1234713}]"
Arnab,The Office (U.S.): Season 1 - CLM 1,Netflix Chrome Linux (Cadmium) HTML 5,2024-04-28 09:14:28,IN,"[{""eventType"":""start"",""sessionOffsetMs"":9,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1429,""mediaOffsetMs"":0}]"
Arnab,Minions: The Rise of Gru_hook_01_16x9,Netflix Chrome Linux (Cadmium) HTML 5,2024-04-28 09:14:23,IN,"[{""eventType"":""start"",""sessionOffsetMs"":18,""mediaOffsetMs"":6},{""eventType"":""playing"",""sessionOffsetMs"":800,""mediaOffsetMs"":6},{""eventType"":""paused"",""sessionOffsetMs"":3561,""mediaOffsetMs"":2484},{""eventType"":""stopped"",""sessionOffsetMs"":4961,""mediaOffsetMs"":2726}]"
Arnab,"The Office (U.S.): Season 7: ""Sex Ed""",Chrome PC (Cadmium),2024-04-27 18:15:55,IN,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":184,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":115314,""mediaOffsetMs"":115000},{""eventType"":""reposition"",""sessionOffsetMs"":115315,""mediaOffsetMs"":130589},{""eventType"":""playing"",""sessionOffsetMs"":115374,""mediaOffsetMs"":130589},{""eventType"":""stopped"",""sessionOffsetMs"":1217244,""mediaOffsetMs"":1232459}]"
Arnab,The Office (U.S.): Season 1 - CLM 11,Chrome PC (Cadmium),2024-04-27 18:15:53,IN,"[{""eventType"":""start"",""sessionOffsetMs"":10,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":190,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1726,""mediaOffsetMs"":1267}]"
Arnab,The Office (U.S.): Season 1 - CLM 11,Chrome PC (Cadmium),2024-04-27 18:15:42,IN,"[{""eventType"":""start"",""sessionOffsetMs"":5,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":587,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":1776,""mediaOffsetMs"":1085}]"
