Profile Name,Source,Navigation Level,Referrer Url,Webpage Url,Click Utc Ts
Arnab,www,accountOverview,https://www.netflix.com/browse,/account,2024-04-30 09:43:55
Arnab,www,accountOverview,https://www.netflix.com/browse,/account,2024-04-30 09:43:55
Arnab,www,accountOverview,https://www.netflix.com/browse,/account,2024-04-30 09:43:55
Arnab,www,accountOverview,https://www.netflix.com/browse,/account,2024-04-30 09:43:55
Arnab,www,accountOverview,https://www.netflix.com/browse,/account,2024-04-30 09:43:55
Arnab,www,accountOverview,https://www.netflix.com/browse,/account,2024-04-30 09:43:55
Arnab,www,accountOverview,https://www.netflix.com/browse,/account,2024-04-30 09:43:55
Arnab,www,accountSecurity,/account,/account/security,2024-04-30 09:43:55
Arnab,www,accountProfiles,/account,/account/profiles,2024-04-30 09:42:55
Arnab,www,accountProfileSettings,/account/profiles,/settings/SDAOOQT7NFFTDFOW3HK3FGBDHQ,2024-04-30 09:42:55
Arnab,www,accountOverview,https://www.netflix.com/browse,/account,2024-04-30 09:42:53
Arnab,www,accountOverview,https://www.netflix.com/browse,/account,2024-04-30 09:42:53
Arnab,www,accountOverview,https://www.netflix.com/browse,/account,2024-04-30 09:42:53
Arnab,www,accountOverview,https://www.netflix.com/browse,/account,2024-04-30 09:42:53
Arnab,www,accountOverview,https://www.netflix.com/browse,/account,2024-04-30 09:42:53
Arnab,www,accountOverview,https://www.netflix.com/browse,/account,2024-04-30 09:42:53
Arnab,www,accountProfiles,/account,/account/profiles,2024-04-30 09:42:53
Arnab,www,accountOverview,https://www.netflix.com/browse,/account,2024-04-30 09:42:53
Arnab,www,profilesGate,,/browse,2024-04-30 09:42:09
Arnab,www,browseTitles,,/browse,2024-04-30 09:42:09
Arnab,www,accountSecurity,/account,/account/security,2024-04-30 07:38:46
Arnab,www,accountSecurity,/account,/account/security,2024-04-30 07:38:46
Arnab,www,accountSecurity,/account,/account/security,2024-04-30 07:38:46
Arnab,www,accountSecurity,/account,/account/security,2024-04-30 07:38:46
Arnab,www,accountSecurity,/account,/account/security,2024-04-30 07:38:46
Arnab,www,accountSecurity,/account,/account/security,2024-04-30 07:38:46
Arnab,www,accountSecurity,/account,/account/security,2024-04-30 07:38:46
Arnab,www,accountSecurity,/account,/account/security,2024-04-30 07:38:46
Arnab,www,accountOverview,https://www.netflix.com/browse,/account,2024-04-30 07:38:41
Arnab,www,accountOverview,https://www.netflix.com/browse,/account,2024-04-30 07:38:41
Arnab,www,accountOverview,https://www.netflix.com/browse,/account,2024-04-30 07:38:41
Arnab,www,accountOverview,https://www.netflix.com/browse,/account,2024-04-30 07:38:41
Arnab,www,accountOverview,https://www.netflix.com/browse,/account,2024-04-30 07:38:41
Arnab,www,accountOverview,https://www.netflix.com/browse,/account,2024-04-30 07:38:41
Arnab,www,accountOverview,https://www.netflix.com/browse,/account,2024-04-30 07:38:41
Arnab,www,accountSecurity,/account,/account/security,2024-04-30 07:38:41
Arnab,www,accountSecurity,/account,/account/security,2024-04-30 07:16:39
Arnab,www,accountSecurity,/account,/account/security,2024-04-30 07:16:39
Arnab,www,accountSecurity,/account,/account/security,2024-04-30 07:16:39
Arnab,www,accountSecurity,/account,/account/security,2024-04-30 07:16:39
Arnab,www,accountSecurity,/account,/account/security,2024-04-30 07:16:39
Arnab,www,accountSecurity,/account,/account/security,2024-04-30 07:16:39
Arnab,www,accountSecurity,/account,/account/security,2024-04-30 07:16:39
Arnab,www,accountSecurity,/account,/account/security,2024-04-30 07:16:39
Arnab,www,accountOverview,https://www.netflix.com/browse,/account,2024-04-30 07:16:32
Arnab,www,accountOverview,https://www.netflix.com/browse,/account,2024-04-30 07:16:32
Arnab,www,accountOverview,https://www.netflix.com/browse,/account,2024-04-30 07:16:32
Arnab,www,accountOverview,https://www.netflix.com/browse,/account,2024-04-30 07:16:32
Arnab,www,accountOverview,https://www.netflix.com/browse,/account,2024-04-30 07:16:32
Arnab,www,accountOverview,https://www.netflix.com/browse,/account,2024-04-30 07:16:32
Arnab,www,accountOverview,https://www.netflix.com/browse,/account,2024-04-30 07:16:32
Arnab,www,accountSecurity,/account,/account/security,2024-04-30 07:16:32
Arnab,www,profilesGate,,/browse,2024-04-30 07:16:20
Arnab,www,browseTitles,,/browse,2024-04-30 07:16:20
Arnab,www,playback,/browse,/watch/70136120?trackId=14170286&tctx=1%2C0%2Ccc15fb28-5491-4dae-aad6-365ddbe0ba6c-20950826%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB-B9F225DDE3A711-8A621D4C09_p_1714456114692%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB_p_1714456112781%2C%2C%2C%2C70136120%2CVideo%3A70136120%2CminiDpPlayButton,2024-04-30 05:48:38
Arnab,www,playback,/watch/70136120?trackId=14170286&tctx=1%2C0%2Ccc15fb28-5491-4dae-aad6-365ddbe0ba6c-20950826%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB-B9F225DDE3A711-8A621D4C09_p_1714456114692%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB_p_1714456112781%2C%2C%2C%2C70136120%2CVideo%3A70136120%2CminiDpPlayButton,/watch/70189018?trackId=14170286,2024-04-30 05:48:38
Arnab,www,browseTitles,,/browse,2024-04-30 05:48:37
Arnab,www,playback,/browse,/watch/70136120?trackId=14170286&tctx=1%2C0%2Ccc15fb28-5491-4dae-aad6-365ddbe0ba6c-20950826%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB-B9F225DDE3A711-8A621D4C09_p_1714456114692%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB_p_1714456112781%2C%2C%2C%2C70136120%2CVideo%3A70136120%2CminiDpPlayButton,2024-04-30 05:48:37
Arnab,www,profilesGate,,/browse,2024-04-30 05:48:34
Arnab,www,browseTitles,,/browse,2024-04-30 05:48:34
Arnab,www,playback,/watch/70136120?trackId=14170286&tctx=1%2C0%2C974a22d7-3cbe-4fe5-a981-1567672bb9dd-272118948%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB-B9F225DDE3A711-4CCFFD3C32_p_1714414788485%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB_p_1714414786719%2C%2C%2C%2C70136120%2CVideo%3A70136120%2CminiDpPlayButton,/watch/70189016?trackId=14170286,2024-04-29 18:42:55
Arnab,www,playback,/watch/70189016?trackId=14170286,/watch/70189017?trackId=155573558,2024-04-29 18:42:55
Arnab,www,playback,/browse,/watch/70136120?trackId=14170286&tctx=1%2C0%2C974a22d7-3cbe-4fe5-a981-1567672bb9dd-272118948%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB-B9F225DDE3A711-4CCFFD3C32_p_1714414788485%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB_p_1714414786719%2C%2C%2C%2C70136120%2CVideo%3A70136120%2CminiDpPlayButton,2024-04-29 18:21:34
Arnab,www,playback,/browse,/watch/70136120?trackId=14170286&tctx=1%2C0%2C974a22d7-3cbe-4fe5-a981-1567672bb9dd-272118948%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB-B9F225DDE3A711-4CCFFD3C32_p_1714414788485%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB_p_1714414786719%2C%2C%2C%2C70136120%2CVideo%3A70136120%2CminiDpPlayButton,2024-04-29 18:21:34
Arnab,www,playback,/watch/70136120?trackId=14170286&tctx=1%2C0%2C974a22d7-3cbe-4fe5-a981-1567672bb9dd-272118948%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB-B9F225DDE3A711-4CCFFD3C32_p_1714414788485%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB_p_1714414786719%2C%2C%2C%2C70136120%2CVideo%3A70136120%2CminiDpPlayButton,/watch/70189016?trackId=14170286,2024-04-29 18:21:34
Arnab,www,browseTitles,,/browse,2024-04-29 18:21:33
Arnab,www,profilesGate,,/browse,2024-04-29 18:19:49
Arnab,www,browseTitles,,/browse,2024-04-29 18:19:49
Arnab,www,playback,/watch/70136120?trackId=14170286&tctx=1%2C0%2Ccb5b026c-4a02-4f84-9dce-668d998cef4c-423636964%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB-B9F225DDE3A711-CB8C67D573_p_1714410554879%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB_p_1714410554879%2C%2C%2C%2C70136120%2CVideo%3A70136120%2CminiDpPlayButton,/watch/70189014?trackId=14170286,2024-04-29 17:09:45
Arnab,www,playback,/watch/70189014?trackId=14170286,/watch/70189015?trackId=14170286,2024-04-29 17:09:45
Arnab,www,browseTitles,,/browse,2024-04-29 17:09:41
Arnab,www,playback,/browse,/watch/70136120?trackId=14170286&tctx=1%2C0%2Ccb5b026c-4a02-4f84-9dce-668d998cef4c-423636964%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB-B9F225DDE3A711-CB8C67D573_p_1714410554879%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB_p_1714410554879%2C%2C%2C%2C70136120%2CVideo%3A70136120%2CminiDpPlayButton,2024-04-29 17:09:41
Arnab,www,playback,/browse,/watch/70136120?trackId=14170286&tctx=1%2C0%2Ccb5b026c-4a02-4f84-9dce-668d998cef4c-423636964%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB-B9F225DDE3A711-CB8C67D573_p_1714410554879%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB_p_1714410554879%2C%2C%2C%2C70136120%2CVideo%3A70136120%2CminiDpPlayButton,2024-04-29 17:09:41
Arnab,www,playback,/watch/70136120?trackId=14170286&tctx=1%2C0%2Ccb5b026c-4a02-4f84-9dce-668d998cef4c-423636964%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB-B9F225DDE3A711-CB8C67D573_p_1714410554879%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB_p_1714410554879%2C%2C%2C%2C70136120%2CVideo%3A70136120%2CminiDpPlayButton,/watch/70189014?trackId=14170286,2024-04-29 17:09:41
Arnab,www,profilesGate,,/browse,2024-04-29 17:09:22
Arnab,www,browseTitles,,/browse,2024-04-29 17:09:22
Arnab,www,browseTitles,,/browse,2024-04-29 15:18:01
Arnab,www,playback,/browse,/watch/70136120?trackId=14170286&tctx=1%2C0%2C2a82676a-e27a-44b9-b901-90c1736b1133-367634827%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB-B9F225DDE3A711-F66A804A01_p_1714403872844%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB_p_1714403872844%2C%2C%2C%2C70136120%2CVideo%3A70136120%2CminiDpPlayButton,2024-04-29 15:18:01
Arnab,www,playback,/browse,/watch/70136120?trackId=14170286&tctx=1%2C0%2C2a82676a-e27a-44b9-b901-90c1736b1133-367634827%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB-B9F225DDE3A711-F66A804A01_p_1714403872844%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB_p_1714403872844%2C%2C%2C%2C70136120%2CVideo%3A70136120%2CminiDpPlayButton,2024-04-29 15:18:01
Arnab,www,playback,/watch/70136120?trackId=14170286&tctx=1%2C0%2C2a82676a-e27a-44b9-b901-90c1736b1133-367634827%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB-B9F225DDE3A711-F66A804A01_p_1714403872844%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB_p_1714403872844%2C%2C%2C%2C70136120%2CVideo%3A70136120%2CminiDpPlayButton,/watch/70189014?trackId=14170286,2024-04-29 15:18:01
Arnab,www,profilesGate,,/browse,2024-04-29 15:17:54
Arnab,www,browseTitles,,/browse,2024-04-29 15:17:54
Arnab,www,playback,/browse,/watch/70136120?trackId=14170286&tctx=1%2C0%2Cfb3f7711-cb9c-40d3-92d4-92f185ed1d41-128058862%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB-B9F225DDE3A711-7CDED9F3E0_p_1714390525288%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB_p_1714390523299%2C%2C%2C%2C70136120%2CVideo%3A70136120%2CminiDpPlayButton,2024-04-29 11:38:33
Arnab,www,playback,/watch/70136120?trackId=14170286&tctx=1%2C0%2Cfb3f7711-cb9c-40d3-92d4-92f185ed1d41-128058862%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB-B9F225DDE3A711-7CDED9F3E0_p_1714390525288%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB_p_1714390523299%2C%2C%2C%2C70136120%2CVideo%3A70136120%2CminiDpPlayButton,/watch/70189013?trackId=14170286,2024-04-29 11:38:33
Arnab,www,browseTitles,,/browse,2024-04-29 11:38:32
Arnab,www,playback,/browse,/watch/70136120?trackId=14170286&tctx=1%2C0%2Cfb3f7711-cb9c-40d3-92d4-92f185ed1d41-128058862%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB-B9F225DDE3A711-7CDED9F3E0_p_1714390525288%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB_p_1714390523299%2C%2C%2C%2C70136120%2CVideo%3A70136120%2CminiDpPlayButton,2024-04-29 11:38:32
Arnab,www,profilesGate,,/browse,2024-04-29 11:35:25
Arnab,www,browseTitles,,/browse,2024-04-29 11:35:25
Arnab,www,playback,/browse,/watch/70136120?trackId=14170286&tctx=1%2C0%2C1f80e92f-fda3-4a50-8639-0dbb19a25e15-259453866%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB-B9F225DDE3A711-AEBA392971_p_1714382306284%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB_p_1714382306284%2C%2C%2C%2C70136120%2CVideo%3A70136120%2CminiDpPlayButton,2024-04-29 09:18:41
Arnab,www,playback,/watch/70136120?trackId=14170286&tctx=1%2C0%2C1f80e92f-fda3-4a50-8639-0dbb19a25e15-259453866%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB-B9F225DDE3A711-AEBA392971_p_1714382306284%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB_p_1714382306284%2C%2C%2C%2C70136120%2CVideo%3A70136120%2CminiDpPlayButton,/watch/70189012?trackId=14170286,2024-04-29 09:18:41
Arnab,www,browseTitles,,/browse,2024-04-29 09:18:38
Arnab,www,playback,/browse,/watch/70136120?trackId=14170286&tctx=1%2C0%2C1f80e92f-fda3-4a50-8639-0dbb19a25e15-259453866%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB-B9F225DDE3A711-AEBA392971_p_1714382306284%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB_p_1714382306284%2C%2C%2C%2C70136120%2CVideo%3A70136120%2CminiDpPlayButton,2024-04-29 09:18:38
Arnab,www,profilesGate,,/browse,2024-04-29 09:18:28
Arnab,www,browseTitles,,/browse,2024-04-29 09:18:28
Arnab,android,playback,,,2024-04-29 08:53:46
Arnab,android,browseTitles,,,2024-04-29 08:53:46
Arnab,android,playback,,,2024-04-29 08:52:21
Arnab,android,browseTitles,,,2024-04-29 08:52:20
Arnab,android,profilesGate,,,2024-04-29 08:50:59
Arnab,android,browseTitles,,,2024-04-29 08:50:59
Arnab,www,playback,/browse,/watch/80107103?trackId=14170286&tctx=1%2C3%2Cbc4ade50-7051-4da9-b5b9-be0e44ddd5b7-380302910%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB-B9F225DDE3A711-A835A8F209_p_1714374725921%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB_p_1714371910540%2C%2C%2C%2C80107103%2CVideo%3A80107103%2CminiDpPlayButton,2024-04-29 07:12:11
Arnab,www,playback,/watch/80107103?trackId=14170286&tctx=1%2C3%2Cbc4ade50-7051-4da9-b5b9-be0e44ddd5b7-380302910%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB-B9F225DDE3A711-A835A8F209_p_1714374725921%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB_p_1714371910540%2C%2C%2C%2C80107103%2CVideo%3A80107103%2CminiDpPlayButton,/watch/81711760?trackId=14170286,2024-04-29 07:12:11
Arnab,www,browseTitles,,/browse,2024-04-29 07:12:10
Arnab,www,playback,/browse,/watch/80107103?trackId=14170286&tctx=1%2C3%2Cbc4ade50-7051-4da9-b5b9-be0e44ddd5b7-380302910%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB-B9F225DDE3A711-A835A8F209_p_1714374725921%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB_p_1714371910540%2C%2C%2C%2C80107103%2CVideo%3A80107103%2CminiDpPlayButton,2024-04-29 07:12:10
Arnab,www,profilesGate,,/browse,2024-04-29 07:12:06
Arnab,www,browseTitles,,/browse,2024-04-29 07:12:06
Arnab,www,playback,/browse,/watch/70136120?trackId=14170286&tctx=1%2C0%2Ca722ad64-1fa6-45bd-9f04-895e82f3413c-141431223%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB-B9F225DDE3A711-9D4A84F8E6_p_1714371910540%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB_p_1714371910540%2C%2C%2C%2C70136120%2CVideo%3A70136120%2CminiDpPlayButton,2024-04-29 06:29:08
Arnab,www,playback,/watch/70136120?trackId=14170286&tctx=1%2C0%2Ca722ad64-1fa6-45bd-9f04-895e82f3413c-141431223%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB-B9F225DDE3A711-9D4A84F8E6_p_1714371910540%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB_p_1714371910540%2C%2C%2C%2C70136120%2CVideo%3A70136120%2CminiDpPlayButton,/watch/70189011?trackId=14170286,2024-04-29 06:29:08
Arnab,www,browseTitles,/watch/81711760?trackId=14170286,/browse,2024-04-29 06:29:07
Arnab,www,playback,/browse,/watch/70136120?trackId=14170286&tctx=1%2C0%2Ca722ad64-1fa6-45bd-9f04-895e82f3413c-141431223%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB-B9F225DDE3A711-9D4A84F8E6_p_1714371910540%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB_p_1714371910540%2C%2C%2C%2C70136120%2CVideo%3A70136120%2CminiDpPlayButton,2024-04-29 06:29:07
Arnab,www,browseTitles,/watch/81711760?trackId=14170286,/browse,2024-04-29 06:29:03
Arnab,www,playback,/watch/81711759?trackId=14170286,/watch/81711760?trackId=14170286,2024-04-29 06:29:02
Arnab,www,playback,/watch/81711759?trackId=14170286,/watch/81711760?trackId=14170286,2024-04-29 06:28:30
Arnab,www,playback,/watch/80107103?trackId=14170286&tctx=1%2C3%2Ca722ad64-1fa6-45bd-9f04-895e82f3413c-141431223%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB-B9F225DDE3A711-9D4A84F8E6_p_1714371910540%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB_p_1714371910540%2C%2C%2C%2C80107103%2CVideo%3A80107103%2CminiDpPlayButton,/watch/81711759?trackId=14170286,2024-04-29 06:28:30
Arnab,www,browseTitles,,/browse,2024-04-29 06:28:25
Arnab,www,playback,/browse,/watch/80107103?trackId=14170286&tctx=1%2C3%2Ca722ad64-1fa6-45bd-9f04-895e82f3413c-141431223%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB-B9F225DDE3A711-9D4A84F8E6_p_1714371910540%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB_p_1714371910540%2C%2C%2C%2C80107103%2CVideo%3A80107103%2CminiDpPlayButton,2024-04-29 06:28:25
Arnab,www,playback,/browse,/watch/80107103?trackId=14170286&tctx=1%2C3%2Ca722ad64-1fa6-45bd-9f04-895e82f3413c-141431223%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB-B9F225DDE3A711-9D4A84F8E6_p_1714371910540%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB_p_1714371910540%2C%2C%2C%2C80107103%2CVideo%3A80107103%2CminiDpPlayButton,2024-04-29 06:28:25
Arnab,www,playback,/watch/80107103?trackId=14170286&tctx=1%2C3%2Ca722ad64-1fa6-45bd-9f04-895e82f3413c-141431223%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB-B9F225DDE3A711-9D4A84F8E6_p_1714371910540%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB_p_1714371910540%2C%2C%2C%2C80107103%2CVideo%3A80107103%2CminiDpPlayButton,/watch/81711759?trackId=14170286,2024-04-29 06:28:25
Arnab,www,profilesGate,,/browse,2024-04-29 06:25:16
Arnab,www,browseTitles,,/browse,2024-04-29 06:25:16
Arnab,www,playback,/watch/70136120?trackId=14170286&tctx=1%2C0%2C455134d9-5434-4b14-97bf-e345bb7accce-368076178%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB-B9F225DDE3A711-EA37EB4361_p_1714368045263%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB_p_1714368045263%2C%2C%2C%2C70136120%2CVideo%3A70136120%2CminiDpPlayButton,/watch/70189010?trackId=14170286,2024-04-29 05:21:54
Arnab,www,playback,/watch/70189010?trackId=14170286,/watch/70189011?trackId=14170286,2024-04-29 05:21:54
Arnab,www,browseTitles,https://www.netflix.com/browse,/browse,2024-04-29 05:21:51
Arnab,www,playback,/browse,/watch/70136120?trackId=14170286&tctx=1%2C0%2C455134d9-5434-4b14-97bf-e345bb7accce-368076178%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB-B9F225DDE3A711-EA37EB4361_p_1714368045263%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB_p_1714368045263%2C%2C%2C%2C70136120%2CVideo%3A70136120%2CminiDpPlayButton,2024-04-29 05:21:51
Arnab,www,playback,/browse,/watch/70136120?trackId=14170286&tctx=1%2C0%2C455134d9-5434-4b14-97bf-e345bb7accce-368076178%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB-B9F225DDE3A711-EA37EB4361_p_1714368045263%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB_p_1714368045263%2C%2C%2C%2C70136120%2CVideo%3A70136120%2CminiDpPlayButton,2024-04-29 05:21:51
Arnab,www,playback,/watch/70136120?trackId=14170286&tctx=1%2C0%2C455134d9-5434-4b14-97bf-e345bb7accce-368076178%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB-B9F225DDE3A711-EA37EB4361_p_1714368045263%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB_p_1714368045263%2C%2C%2C%2C70136120%2CVideo%3A70136120%2CminiDpPlayButton,/watch/70189010?trackId=14170286,2024-04-29 05:21:51
Arnab,android,playback,,,2024-04-28 19:14:28
Arnab,android,browseTitles,,,2024-04-28 19:14:28
Arnab,android,playback,,,2024-04-28 19:02:17
Arnab,android,browseTitles,,,2024-04-28 19:02:16
Arnab,android,profilesGate,,,2024-04-28 18:58:55
Arnab,android,browseTitles,,,2024-04-28 18:58:55
Arnab,www,playback,/watch/70189009?trackId=14170286,/watch/70189010?trackId=14170286,2024-04-28 09:14:33
Arnab,www,playback,/watch/70136120?trackId=14170286&tctx=1%2C0%2C0c27063b-b546-4ce7-8516-2622d90d415e-189007212%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB-B9F225DDE3A711-B4D558DA33_p_1714295658654%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB_p_1714295658654%2C%2C%2C%2C70136120%2CVideo%3A70136120%2CminiDpPlayButton,/watch/70189009?trackId=14170286,2024-04-28 09:14:33
Arnab,www,playback,/browse,/watch/70136120?trackId=14170286&tctx=1%2C0%2C0c27063b-b546-4ce7-8516-2622d90d415e-189007212%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB-B9F225DDE3A711-B4D558DA33_p_1714295658654%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB_p_1714295658654%2C%2C%2C%2C70136120%2CVideo%3A70136120%2CminiDpPlayButton,2024-04-28 09:14:28
Arnab,www,playback,/browse,/watch/70136120?trackId=14170286&tctx=1%2C0%2C0c27063b-b546-4ce7-8516-2622d90d415e-189007212%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB-B9F225DDE3A711-B4D558DA33_p_1714295658654%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB_p_1714295658654%2C%2C%2C%2C70136120%2CVideo%3A70136120%2CminiDpPlayButton,2024-04-28 09:14:28
Arnab,www,playback,/watch/70136120?trackId=14170286&tctx=1%2C0%2C0c27063b-b546-4ce7-8516-2622d90d415e-189007212%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB-B9F225DDE3A711-B4D558DA33_p_1714295658654%2CNES_7B505FD10BA2A9A9DD6DCD8ECEDFEB_p_1714295658654%2C%2C%2C%2C70136120%2CVideo%3A70136120%2CminiDpPlayButton,/watch/70189009?trackId=14170286,2024-04-28 09:14:28
Arnab,www,browseTitles,https://www.netflix.com/browse,/browse,2024-04-28 09:14:27
Arnab,www,browseTitles,/watch/81511418?trackId=14170286,/browse,2024-04-27 18:15:55
Arnab,www,playback,/browse,/watch/70136120?trackId=14170286&tctx=1%2C0%2Cde171aa1-e88a-4353-8bb3-b411af1458a5-141120582%2CNES_063246B3F462501CC833CF1939CC96-B9F225DDE3A711-D9881A5F28_p_1714240435925%2CNES_063246B3F462501CC833CF1939CC96_p_1714240435925%2C%2C%2C%2C70136120%2CVideo%3A70136120%2CminiDpPlayButton,2024-04-27 18:15:55
Arnab,www,playback,/watch/70136120?trackId=14170286&tctx=1%2C0%2Cde171aa1-e88a-4353-8bb3-b411af1458a5-141120582%2CNES_063246B3F462501CC833CF1939CC96-B9F225DDE3A711-D9881A5F28_p_1714240435925%2CNES_063246B3F462501CC833CF1939CC96_p_1714240435925%2C%2C%2C%2C70136120%2CVideo%3A70136120%2CminiDpPlayButton,/watch/70189009?trackId=14170286,2024-04-27 18:15:55
Arnab,www,playback,/browse,/watch/70136120?trackId=14170286&tctx=1%2C0%2Cde171aa1-e88a-4353-8bb3-b411af1458a5-141120582%2CNES_063246B3F462501CC833CF1939CC96-B9F225DDE3A711-D9881A5F28_p_1714240435925%2CNES_063246B3F462501CC833CF1939CC96_p_1714240435925%2C%2C%2C%2C70136120%2CVideo%3A70136120%2CminiDpPlayButton,2024-04-27 18:15:55
Arnab,www,playback,/watch/81511410?trackId=14170286&tctx=1%2C1%2Cde171aa1-e88a-4353-8bb3-b411af1458a5-141120582%2CNES_063246B3F462501CC833CF1939CC96-B9F225DDE3A711-D9881A5F28_p_1714240435925%2CNES_063246B3F462501CC833CF1939CC96_p_1714240435925%2C%2C%2C%2C81511410%2CVideo%3A81511410%2CminiDpPlayButton,/watch/81511418?trackId=14170286,2024-04-27 18:15:37
Arnab,www,browseTitles,/watch/81511418?trackId=14170286,/browse,2024-04-27 18:15:37
Arnab,www,playback,/browse,/watch/81511410?trackId=14170286&tctx=1%2C1%2Cde171aa1-e88a-4353-8bb3-b411af1458a5-141120582%2CNES_063246B3F462501CC833CF1939CC96-B9F225DDE3A711-D9881A5F28_p_1714240435925%2CNES_063246B3F462501CC833CF1939CC96_p_1714240435925%2C%2C%2C%2C81511410%2CVideo%3A81511410%2CminiDpPlayButton,2024-04-27 17:54:03
Arnab,www,playback,/watch/81511410?trackId=14170286&tctx=1%2C1%2Cde171aa1-e88a-4353-8bb3-b411af1458a5-141120582%2CNES_063246B3F462501CC833CF1939CC96-B9F225DDE3A711-D9881A5F28_p_1714240435925%2CNES_063246B3F462501CC833CF1939CC96_p_1714240435925%2C%2C%2C%2C81511410%2CVideo%3A81511410%2CminiDpPlayButton,/watch/81511418?trackId=14170286,2024-04-27 17:54:03
Arnab,www,browseTitles,/watch/70189008?trackId=14170286,/browse,2024-04-27 17:54:03
